grid_id_visited,customer_Identifier,traffic_type,traffic_amount
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1016,0,smsin,5.0
1009,32,internet,10.0
1016,46,internet,10.0
1016,46,internet,10.0
1016,46,internet,10.0
1016,46,internet,10.0
1016,46,internet,10.0
1016,46,internet,10.0
1016,46,internet,10.0
102,49,callout,3.5
1017,1,smsin,5.0
1005,32,internet,10.0
1,380,callout,3.5
102,41,internet,10.0
1018,34,callout,3.5
1006,41,internet,10.0
1006,41,internet,10.0
1006,41,internet,10.0
1006,41,internet,10.0
1006,41,internet,10.0
1002,46,internet,10.0
1002,46,internet,10.0
1002,46,internet,10.0
1002,46,internet,10.0
1002,46,internet,10.0
1002,46,internet,10.0
1002,46,internet,10.0
1002,46,internet,10.0
1019,41,internet,10.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1003,0,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,39,smsin,5.0
1008,63,smsin,5.0
1008,63,smsin,5.0
1013,0,callout,3.5
1005,44,smsin,5.0
1008,90,internet,10.0
1008,39,smsout,5.0
1008,39,smsout,5.0
1014,1,callin,3.5
1008,32,smsin,5.0
10000,212,callin,3.5
1009,1,callin,3.5
1,41,smsin,5.0
1012,39,smsout,5.0
1012,39,smsout,5.0
1012,39,smsout,5.0
10000,0,callout,3.5
1012,33,internet,10.0
1012,33,internet,10.0
1008,44,smsin,5.0
1008,44,smsin,5.0
100,34,smsin,5.0
1005,880,callout,3.5
1005,880,callout,3.5
1009,27,smsin,5.0
1007,32,internet,10.0
1009,1,smsin,5.0
1009,1,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1003,39,smsin,5.0
1,359,smsout,5.0
1003,233,callout,3.5
1007,39,smsout,5.0
1007,39,smsout,5.0
1005,40,smsin,5.0
1005,40,smsin,5.0
1008,43,smsin,5.0
10,48,smsout,5.0
1012,53,callout,3.5
10000,48,callout,3.5
1002,53,callout,3.5
1016,20,callout,3.5
1016,20,callout,3.5
1002,40,callout,3.5
1002,40,callout,3.5
1002,40,callout,3.5
1002,40,callout,3.5
1013,63,callin,3.5
1000,41,internet,10.0
1000,41,internet,10.0
1006,32,smsin,5.0
101,373,callout,3.5
1016,353,internet,10.0
1002,41,internet,10.0
1002,41,internet,10.0
1002,41,internet,10.0
1002,41,internet,10.0
1002,41,internet,10.0
100,46,internet,10.0
100,46,internet,10.0
100,46,internet,10.0
100,46,internet,10.0
1007,212,callout,3.5
1006,53,callin,3.5
1008,20,smsin,5.0
1017,55,callout,3.5
1006,34,internet,10.0
102,20,smsin,5.0
101,41,callin,3.5
1016,44,smsout,5.0
102,45,callin,3.5
1006,46,internet,10.0
1006,46,internet,10.0
1006,46,internet,10.0
1006,46,internet,10.0
1006,46,internet,10.0
1006,46,internet,10.0
1006,46,internet,10.0
1006,46,internet,10.0
1006,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1007,46,internet,10.0
1015,40,callout,3.5
1015,40,callout,3.5
1000,0,callout,3.5
10000,41,callin,3.5
10,355,callout,3.5
100,49,internet,10.0
100,49,internet,10.0
100,49,internet,10.0
100,49,internet,10.0
1008,385,callin,3.5
1006,0,callout,3.5
1003,39,smsout,5.0
1003,39,smsout,5.0
1003,39,smsout,5.0
1003,39,smsout,5.0
10000,233,callout,3.5
10000,233,callout,3.5
1000,49,internet,10.0
1000,49,internet,10.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1016,39,smsin,5.0
1008,40,smsin,5.0
1002,358,callin,3.5
1006,41,callin,3.5
1006,41,callin,3.5
1013,33,internet,10.0
1,48,smsin,5.0
1000,51,callout,3.5
1002,40,smsin,5.0
1002,1,smsin,5.0
1002,1,smsin,5.0
100,44,internet,10.0
10000,212,callout,3.5
10000,221,callout,3.5
10000,221,callout,3.5
1007,7,smsout,5.0
1000,32,callout,3.5
1018,20,callout,3.5
1000,91,callout,3.5
1008,94,callout,3.5
1018,39,smsout,5.0
1018,39,smsout,5.0
1018,39,smsout,5.0
1018,39,smsout,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1013,0,smsin,5.0
1002,353,callin,3.5
1010,40,callout,3.5
1010,40,callout,3.5
1008,221,callout,3.5
10000,39,smsout,5.0
10000,39,smsout,5.0
10000,39,smsout,5.0
10000,39,smsout,5.0
10000,39,smsout,5.0
1013,44,smsout,5.0
1018,44,callout,3.5
1007,53,smsin,5.0
101,420,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1019,0,smsin,5.0
1002,33,internet,10.0
1002,33,internet,10.0
1011,46,internet,10.0
1011,46,internet,10.0
1011,46,internet,10.0
1011,46,internet,10.0
1011,46,internet,10.0
1011,46,internet,10.0
1011,46,internet,10.0
1011,46,internet,10.0
1008,41,callin,3.5
1000,88239,internet,10.0
1011,40,callin,3.5
1005,39,smsout,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1015,0,smsin,5.0
1019,94,smsin,5.0
1014,34,callout,3.5
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
10,39,smsin,5.0
1015,34,smsin,5.0
1000,51,smsin,5.0
1002,1514,smsout,5.0
1008,33,smsout,5.0
1000,63,callout,3.5
1,355,callout,3.5
1012,40,callout,3.5
1012,40,callout,3.5
1012,40,callout,3.5
1005,63,callout,3.5
1000,212,smsin,5.0
1004,41,smsin,5.0
1000,40,smsin,5.0
1016,86,callout,3.5
100,421,internet,10.0
1005,380,callout,3.5
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1017,0,smsin,5.0
1002,0,callout,3.5
1002,0,callout,3.5
101,49,internet,10.0
1008,47,callout,3.5
1005,55,internet,10.0
1000,221,callout,3.5
1014,40,callout,3.5
1014,40,callout,3.5
1014,0,callout,3.5
1014,0,callout,3.5
1017,353,smsout,5.0
10,380,callout,3.5
10,1,smsin,5.0
1006,44,internet,10.0
101,40,smsin,5.0
101,40,smsin,5.0
101,40,smsin,5.0
101,40,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
102,39,smsin,5.0
1007,1,smsin,5.0
1007,1,smsin,5.0
1,40,callout,3.5
1008,63,callin,3.5
1005,41,smsin,5.0
1005,41,smsin,5.0
1005,41,smsin,5.0
1005,86,callin,3.5
101,46,internet,10.0
1008,44,internet,10.0
1018,44,smsin,5.0
1000,41,smsin,5.0
1009,32,smsin,5.0
101,359,smsin,5.0
1010,33,internet,10.0
1,20,callout,3.5
1008,234,callout,3.5
1008,234,callout,3.5
1008,234,callout,3.5
1003,46,internet,10.0
1003,46,internet,10.0
1000,34,smsout,5.0
1005,33,smsin,5.0
1007,593,callout,3.5
100,41,callin,3.5
1015,55,callout,3.5
1017,34,smsin,5.0
1016,40,callout,3.5
1016,40,callout,3.5
1016,40,callout,3.5
1016,40,callout,3.5
1000,39,callout,3.5
1002,49,callout,3.5
1008,20,callout,3.5
10,33,callout,3.5
100,44,smsin,5.0
1005,44,internet,10.0
1015,44,smsin,5.0
1011,33,internet,10.0
102,39,callin,3.5
1008,40,callout,3.5
1008,40,callout,3.5
1008,40,callout,3.5
1008,40,callout,3.5
1005,1,smsin,5.0
1005,1,smsin,5.0
1009,39,smsout,5.0
1009,39,smsout,5.0
1009,39,smsout,5.0
1005,353,smsin,5.0
1005,353,smsin,5.0
1005,353,smsin,5.0
1005,353,smsin,5.0
1005,353,smsin,5.0
1007,34,smsin,5.0
1015,33,internet,10.0
1015,33,internet,10.0
1015,33,internet,10.0
1007,33,smsin,5.0
100,1,internet,10.0
100,1,internet,10.0
10000,234,callout,3.5
1007,44,smsin,5.0
1017,39,smsout,5.0
1017,39,smsout,5.0
1017,39,smsout,5.0
1017,39,smsout,5.0
1006,41,smsout,5.0
1006,63,callin,3.5
1014,46,internet,10.0
1014,46,internet,10.0
1014,46,internet,10.0
1014,46,internet,10.0
1014,46,internet,10.0
1014,46,internet,10.0
1014,46,internet,10.0
1014,46,internet,10.0
1008,41,smsin,5.0
10000,34,internet,10.0
1009,63,callout,3.5
10000,880,callout,3.5
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1008,46,internet,10.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1018,39,smsin,5.0
1002,212,callout,3.5
100,48,smsin,5.0
1003,0,callin,3.5
102,49,internet,10.0
1007,49,smsin,5.0
1010,1,callin,3.5
1013,46,internet,10.0
1013,46,internet,10.0
1013,46,internet,10.0
1013,46,internet,10.0
1013,46,internet,10.0
1013,46,internet,10.0
1013,46,internet,10.0
1016,88239,internet,10.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
1017,39,smsin,5.0
100,33,callin,3.5
1016,880,callout,3.5
10000,216,smsin,5.0
1005,353,internet,10.0
1008,1,smsin,5.0
1008,1,smsin,5.0
1011,32,smsin,5.0
1000,40,callin,3.5
1005,41,smsout,5.0
10,20,callout,3.5
10,20,callout,3.5
1010,39,smsout,5.0
1010,39,smsout,5.0
1010,39,smsout,5.0
1010,39,smsout,5.0
1013,32,internet,10.0
1004,46,internet,10.0
1004,46,internet,10.0
1004,46,internet,10.0
1004,46,internet,10.0
1004,46,internet,10.0
1004,46,internet,10.0
1004,46,internet,10.0
1004,46,internet,10.0
1004,46,internet,10.0
1004,46,internet,10.0
1016,375,smsin,5.0
102,355,callout,3.5
102,355,callout,3.5
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1002,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1014,39,smsin,5.0
1019,49,internet,10.0
1016,359,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
1012,0,smsin,5.0
101,39,internet,10.0
1002,49,smsin,5.0
102,380,callout,3.5
1,46,internet,10.0
1,46,internet,10.0
1,46,internet,10.0
1,46,internet,10.0
1007,234,smsin,5.0
1002,34,internet,10.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
1000,0,smsin,5.0
101,45,callin,3.5
1,33,internet,10.0
1008,88239,internet,10.0
1016,385,callin,3.5
1014,53,callin,3.5
1019,94,callout,3.5
1019,94,callout,3.5
1013,88239,internet,10.0
10000,359,callin,3.5
100,41,smsout,5.0
1005,32,smsin,5.0
1005,48,smsout,5.0
1003,41,smsin,5.0
1007,353,smsout,5.0
100,48,callin,3.5
100,48,callin,3.5
100,48,callin,3.5
100,48,callin,3.5
100,48,callin,3.5
10,48,callin,3.5
1003,1,internet,10.0
1,32,smsin,5.0
102,20,callout,3.5
102,20,callout,3.5
1002,41,smsout,5.0
1014,40,smsin,5.0
1003,36,internet,10.0
1003,36,internet,10.0
1012,1,smsin,5.0
1006,86,callin,3.5
1000,20,smsin,5.0
1000,7,internet,10.0
1003,32,internet,10.0
102,212,callin,3.5
1015,375,smsin,5.0
1017,880,callout,3.5
1006,41,smsin,5.0
1006,41,smsin,5.0
1006,41,smsin,5.0
1006,41,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1004,39,smsin,5.0
1,33,smsin,5.0
1002,86,internet,10.0
1018,1,smsin,5.0
1006,53,callout,3.5
1002,49,internet,10.0
1002,49,internet,10.0
1006,46,smsout,5.0
1005,49,internet,10.0
1005,49,internet,10.0
1005,49,internet,10.0
1005,49,internet,10.0
1005,49,internet,10.0
1005,49,internet,10.0
1005,49,internet,10.0
1005,49,internet,10.0
1005,49,internet,10.0
1005,49,internet,10.0
1005,20,callout,3.5
1007,88239,internet,10.0
1007,88239,internet,10.0
1007,32,callout,3.5
100,212,smsin,5.0
1010,20,smsin,5.0
1008,353,internet,10.0
1018,41,internet,10.0
1018,41,internet,10.0
1009,353,internet,10.0
1016,39,smsout,5.0
10000,375,callout,3.5
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1010,0,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
1013,39,smsin,5.0
10000,49,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
1010,39,smsin,5.0
10000,88239,internet,10.0
1000,32,internet,10.0
1004,7,smsout,5.0
10000,86,smsin,5.0
1000,39,internet,10.0
100,32,internet,10.0
100,32,internet,10.0
1008,33,internet,10.0
1008,33,internet,10.0
1008,33,internet,10.0
1008,33,internet,10.0
1008,33,internet,10.0
1016,1,smsin,5.0
1019,32,internet,10.0
1006,39,smsout,5.0
1007,94,callout,3.5
1002,33,smsin,5.0
1018,94,smsin,5.0
1008,234,smsin,5.0
1008,234,smsin,5.0
1016,49,internet,10.0
1016,49,internet,10.0
1016,49,internet,10.0
1007,63,callout,3.5
1009,88239,internet,10.0
10,86,smsin,5.0
1008,49,smsin,5.0
